countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,15247.2810000,224.2247973,1977
Angola                                                                ,AGO ,43563.4121800,,1977
Albania                                                               ,ALB ,8948.9809000,,1977
Andorra                                                               ,AND ,0.0000000,7751.3702160,1977
El mundo árabe                                                        ,ARB ,799971.0408000,1123.1455820,1977
Emiratos Árabes Unidos                                                ,ARE ,69646.4002000,33823.3196500,1977
Argentina                                                             ,ARG ,247370.8600000,2129.7082810,1977
Armenia                                                               ,ARM ,12413.3746000,,1977
Samoa Americana                                                       ,ASM ,14.6498031,,1977
Antigua y Barbuda                                                     ,ATG ,0.0000000,1246.7503290,1977
Australia                                                             ,AUS ,414927.1130000,7765.0705440,1977
Austria                                                               ,AUT ,75681.1690000,6810.6277290,1977
Curacao                                                               ,CUW ,0.0000000,,1977
Azerbaiyán                                                            ,AZE ,44512.8221000,,1977
Burundi                                                               ,BDI ,2475.9237000,142.0530207,1977
Bélgica                                                               ,BEL ,161725.7900000,8426.9469480,1977
Benin                                                                 ,BEN ,37590.2135000,218.4543658,1977
Burkina Faso                                                          ,BFA ,7589.7049000,176.7833677,1977
Bangladesh                                                            ,BGD ,114977.8900000,131.3732434,1977
Bulgaria                                                              ,BGR ,105580.3830000,,1977
Bahrein                                                               ,BHR ,9310.1421100,,1977
Bahamas                                                               ,BHS ,0.0000000,3617.4347160,1977
Bosnia y Herzegovina                                                  ,BIH ,22002.4184000,,1977
Belarús                                                               ,BLR ,175999.5810000,,1977
Belice                                                                ,BLZ ,430.6548300,858.8280811,1977
Bermudas                                                              ,BMU ,514.0080080,8370.7865170,1977
Bolivia                                                               ,BOL ,137558.4280000,617.3069473,1977
Brasil                                                                ,BRA ,1173040.9010000,1567.0061820,1977
Barbados                                                              ,BRB ,846.6874200,1988.8472500,1977
Brunei Darussalam                                                     ,BRN ,14879.1000000,9917.4717590,1977
Bhután                                                                ,BTN ,963.6759300,,1977
Botswana                                                              ,BWA ,10569.0540000,564.1311251,1977
República Centroafricana                                              ,CAF ,113196.3853000,248.6854236,1977
Canadá                                                                ,CAN ,574647.5800000,8919.0574570,1977
Europa Central y del Báltico                                          ,CEB ,1639060.9190000,,1977
Suiza                                                                 ,CHE ,52261.4588000,11306.4244800,1977
Islas del Canal                                                       ,CHI ,0.0000000,,1977
Islas Caimán                                                          ,CYM ,107.4535660,,1977
Chile                                                                 ,CHL ,40600.3847000,1278.3279260,1977
China                                                                 ,CHN ,2516150.8770000,185.4228329,1977
Côte d'Ivoire                                                         ,CIV ,123842.1920000,891.6347292,1977
Camerún                                                               ,CMR ,70715.4090000,426.7946823,1977
"Congo, República Democrática del                                      ",COD ,1066348.9900000,509.0667073,1977
"Congo, República del                                                  ",COG ,49550.3960000,469.6905251,1977
Colombia                                                              ,COL ,134615.5297000,773.7457848,1977
Comoras                                                               ,COM ,238.9853400,,1977
Cabo Verde                                                            ,CPV ,249.8698860,,1977
Costa Rica                                                            ,CRI ,7321.2520000,1393.0024110,1977
Estados pequeos del Caribe                                            ,CSS ,32201.1017200,1736.7433440,1977
Cuba                                                                  ,CUB ,51145.9390000,1472.7295820,1977
Chipre                                                                ,CYP ,3261.4339900,1476.2715430,1977
República Checa                                                       ,CZE ,219671.6710000,,1977
Alemania                                                              ,DEU ,1315704.6700000,7682.9537760,1977
Djibouti                                                              ,DJI ,1312.9391600,,1977
Dominica                                                              ,DMA ,73.0041680,624.6316368,1977
Dinamarca                                                             ,DNK ,81429.0777000,9783.8520220,1977
República Dominicana                                                  ,DOM ,13474.0241000,848.2847896,1977
Argelia                                                               ,DZA ,74887.9170000,1192.7438880,1977
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,4615853.5460000,223.0769912,1977
inicial del dividendo demográfico                                     ,EAR ,5132038.6910000,524.4823284,1977
Asia oriental y el Pacífico                                           ,EAS ,6469614.6360000,821.2104796,1977
Europa y Asia central (excluido altos ingresos)                       ,ECA ,4496268.0080000,,1977
Europa y Asia central                                                 ,ECS ,10543517.7100000,3497.4291520,1977
Ecuador                                                               ,ECU ,19756.3034000,1493.3313580,1977
"Egipto, República Árabe de                                            ",EGY ,72555.6280000,357.0779478,1977
Zona del Euro                                                         ,EMU ,3688109.7060000,5976.5909890,1977
Eritrea                                                               ,ERI ,2856.1121000,,1977
España                                                                ,ESP ,242955.1130000,3627.5906330,1977
Estonia                                                               ,EST ,71036.2928000,,1977
Etiopía                                                               ,ETH ,54505.5450000,,1977
Unión Europea                                                         ,EUU ,5193346.7160000,4983.4323670,1977
Frágiles y situaciones de conflicto afectados                         ,FCS ,2619614.3060000,362.2913052,1977
Finlandia                                                             ,FIN ,69674.7709000,7069.1057070,1977
Fiji                                                                  ,FJI ,1456.9625500,1202.6373850,1977
Francia                                                               ,FRA ,667440.9650000,7532.5279280,1977
Islas Feroe                                                           ,FRO ,0.0000000,,1977
Micronesia (Estados Federados de)                                     ,FSM ,24.3631070,,1977
Gabón                                                                 ,GAB ,10487.4977600,4154.2747550,1977
Reino Unido                                                           ,GBR ,833515.8300000,4681.4399320,1977
Georgia                                                               ,GEO ,51638.1540000,,1977
Ghana                                                                 ,GHA ,24023.1420000,306.8099945,1977
Gibraltar                                                             ,GIB ,0.0000000,,1977
Guinea                                                                ,GIN ,52358.4420000,,1977
Gambia                                                                ,GMB ,932.3933600,239.4322797,1977
Guinea-Bissau                                                         ,GNB ,1232.4187000,148.9771868,1977
Guinea Ecuatorial                                                     ,GNQ ,144.8780310,429.4236776,1977
Grecia                                                                ,GRC ,63822.7467000,3886.3742530,1977
Granada                                                               ,GRD ,75.6735370,792.3847095,1977
Groenlandia                                                           ,GRL ,0.0000000,5713.9549190,1977
Guatemala                                                             ,GTM ,11446.5081000,854.6366434,1977
Guam                                                                  ,GUM ,45.7725378,,1977
Guyana                                                                ,GUY ,13126.5388000,590.0653705,1977
Ingreso alto                                                          ,HIC ,14996431.1700000,6189.6361850,1977
