countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,15288.7756000,359.6932375,2007
Angola                                                                ,AGO ,37396.2940000,3121.9956370,2007
Albania                                                               ,ALB ,8136.7850000,3595.0371630,2007
Andorra                                                               ,AND ,0.0000000,47803.6936100,2007
El mundo árabe                                                        ,ARB ,2364088.6630000,4963.5415210,2007
Emiratos Árabes Unidos                                                ,ARE ,181388.5363000,41809.5163800,2007
Argentina                                                             ,ARG ,411503.6300000,7245.4483170,2007
Armenia                                                               ,ARM ,12469.9830000,3139.2774990,2007
Samoa Americana                                                       ,ASM ,54.6163230,8909.4491560,2007
Antigua y Barbuda                                                     ,ATG ,491.8973900,15607.0898700,2007
Australia                                                             ,AUS ,892629.2700000,40960.0544900,2007
Austria                                                               ,AUT ,94608.8218300,46855.7717500,2007
Curacao                                                               ,CUW ,0.0000000,,2007
Azerbaiyán                                                            ,AZE ,53832.8169000,3851.4378690,2007
Burundi                                                               ,BDI ,5724.9553000,172.4958599,2007
Bélgica                                                               ,BEL ,137213.8670000,44262.8960000,2007
Benin                                                                 ,BEN ,37639.9250000,964.9269440,2007
Burkina Faso                                                          ,BFA ,40706.2980000,534.3558864,2007
Bangladesh                                                            ,BGD ,164700.5030000,558.0518603,2007
Bulgaria                                                              ,BGR ,71720.3350000,5885.1043480,2007
Bahrein                                                               ,BHR ,0.0000000,20976.5435300,2007
Bahamas                                                               ,BHS ,4339.6605800,31472.0989700,2007
Bosnia y Herzegovina                                                  ,BIH ,24236.6085000,4193.3736520,2007
Belarús                                                               ,BLR ,100860.1753000,4735.6576080,2007
Belice                                                                ,BLZ ,1408.1490200,4252.4872500,2007
Bermudas                                                              ,BMU ,0.0000000,90849.5869800,2007
Bolivia                                                               ,BOL ,120003.2530000,1372.6282250,2007
Brasil                                                                ,BRA ,1532859.8300000,7348.0307940,2007
Barbados                                                              ,BRB ,0.0000000,16770.7212100,2007
Brunei Darussalam                                                     ,BRN ,13738.0621000,32663.5665900,2007
Bhután                                                                ,BTN ,1908.2862300,1757.1825670,2007
Botswana                                                              ,BWA ,73051.1312000,5832.7339420,2007
República Centroafricana                                              ,CAF ,603473.0980000,404.3739650,2007
Canadá                                                                ,CAN ,908926.0000000,44543.0410400,2007
Europa Central y del Báltico                                          ,CEB ,1013348.7630000,12004.0317900,2007
Suiza                                                                 ,CHE ,56634.8927000,63555.2375000,2007
Islas del Canal                                                       ,CHI ,0.0000000,74462.6467500,2007
Islas Caimán                                                          ,CYM ,0.0000000,85434.2681700,2007
Chile                                                                 ,CHL ,111021.0430000,10502.3545200,2007
China                                                                 ,CHN ,10022024.8000000,2693.9698270,2007
Côte d'Ivoire                                                         ,CIV ,29682.2390000,1061.1540260,2007
Camerún                                                               ,CMR ,120917.1920000,1194.0698500,2007
"Congo, República Democrática del                                      ",COD ,754085.8600000,286.3304921,2007
"Congo, República del                                                  ",COG ,31049.2110000,2165.7457590,2007
Colombia                                                              ,COL ,167450.0860000,4714.0725410,2007
Comoras                                                               ,COM ,579.0930000,1238.4615140,2007
Cabo Verde                                                            ,CPV ,369.1165600,3186.8268920,2007
Costa Rica                                                            ,CRI ,10806.5413000,6071.7891650,2007
Estados pequeos del Caribe                                            ,CSS ,84746.4000900,8913.7919510,2007
Cuba                                                                  ,CUB ,48557.4360000,5208.7160730,2007
Chipre                                                                ,CYP ,9165.9548200,31244.9262200,2007
República Checa                                                       ,CZE ,144072.5770000,18373.6490000,2007
Alemania                                                              ,DEU ,992116.3026000,41587.2129000,2007
Djibouti                                                              ,DJI ,2518.5670000,1052.7256520,2007
Dominica                                                              ,DMA ,202.7981080,5952.0566690,2007
Dinamarca                                                             ,DNK ,65167.0291100,58487.0549700,2007
República Dominicana                                                  ,DOM ,30646.0760000,4707.7925320,2007
Argelia                                                               ,DZA ,160415.2770000,3950.5193690,2007
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,12335617.3100000,2461.0941870,2007
inicial del dividendo demográfico                                     ,EAR ,8414829.0110000,2338.7244970,2007
Asia oriental y el Pacífico                                           ,EAS ,15695448.0200000,5672.5425980,2007
Europa y Asia central (excluido altos ingresos)                       ,ECA ,4769816.3450000,6709.6363660,2007
Europa y Asia central                                                 ,ECS ,9884410.9990000,24159.8164600,2007
Ecuador                                                               ,ECU ,47603.3080000,3567.8364380,2007
"Egipto, República Árabe de                                            ",EGY ,269736.6260000,1667.8437210,2007
