countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,14849.1594000,263.7336917,2006
Angola                                                                ,AGO ,36375.8220000,2599.5664640,2006
Albania                                                               ,ALB ,8027.1495500,2972.7432650,2006
Andorra                                                               ,AND ,0.0000000,42675.8127600,2006
El mundo árabe                                                        ,ARB ,1731288.7920000,4359.8079630,2006
Emiratos Árabes Unidos                                                ,ARE ,151837.3200000,41907.4056600,2006
Argentina                                                             ,ARG ,373600.5600000,5919.0120370,2006
Armenia                                                               ,ARM ,8743.5088000,2158.1436970,2006
Samoa Americana                                                       ,ASM ,53.3020400,8391.5610670,2006
Antigua y Barbuda                                                     ,ATG ,463.5657140,13989.7156700,2006
Australia                                                             ,AUS ,1119632.1000000,36044.9228100,2006
Austria                                                               ,AUT ,95636.7290000,40635.2818200,2006
Curacao                                                               ,CUW ,0.0000000,,2006
Azerbaiyán                                                            ,AZE ,48492.2848000,2473.0818190,2006
Burundi                                                               ,BDI ,5553.3479000,167.3764845,2006
Bélgica                                                               ,BEL ,134802.7490000,38672.7059400,2006
Benin                                                                 ,BEN ,36385.6729000,855.2940392,2006
Burkina Faso                                                          ,BFA ,41364.1670000,473.0291849,2006
Bangladesh                                                            ,BGD ,155320.5040000,509.6401429,2006
Bulgaria                                                              ,BGR ,69900.8150000,4523.0508330,2006
Bahrein                                                               ,BHR ,25118.2166000,19307.6096600,2006
Bahamas                                                               ,BHS ,4014.0201200,30713.7052800,2006
Bosnia y Herzegovina                                                  ,BIH ,22772.2341000,3416.5105960,2006
Belarús                                                               ,BLR ,94475.0920000,3847.4341240,2006
Belice                                                                ,BLZ ,1276.5575300,4153.8947380,2006
Bermudas                                                              ,BMU ,600.5152970,83912.6978000,2006
Bolivia                                                               ,BOL ,164214.8180000,1218.8744590,2006
Brasil                                                                ,BRA ,1621079.2300000,5886.4635880,2006
Barbados                                                              ,BRB ,0.0000000,15199.4579700,2006
Brunei Darussalam                                                     ,BRN ,13195.2164000,30979.8791700,2006
Bhután                                                                ,BTN ,1966.3538000,1330.9652970,2006
Botswana                                                              ,BWA ,43484.6626000,5516.0392100,2006
República Centroafricana                                              ,CAF ,595439.9340000,354.6713801,2006
Canadá                                                                ,CAN ,894922.5500000,40385.8699600,2006
Europa Central y del Báltico                                          ,CEB ,1019707.1710000,9468.4259510,2006
Suiza                                                                 ,CHE ,55762.0053000,57579.5019500,2006
Islas del Canal                                                       ,CHI ,0.0000000,63239.6538300,2006
Islas Caimán                                                          ,CYM ,0.0000000,83322.7834400,2006
Chile                                                                 ,CHL ,101965.0100000,9464.5502430,2006
China                                                                 ,CHN ,8573395.4000000,2099.2294350,2006
Côte d'Ivoire                                                         ,CIV ,27248.7650000,949.1318328,2006
Camerún                                                               ,CMR ,123887.4380000,1062.1374330,2006
"Congo, República Democrática del                                      ",COD ,922488.6800000,255.4330838,2006
"Congo, República del                                                  ",COG ,37981.7162000,2064.3445230,2006
Colombia                                                              ,COL ,151546.7350000,3741.0931710,2006
Comoras                                                               ,COM ,385.2831700,1113.9577570,2006
Cabo Verde                                                            ,CPV ,0.0000000,2361.3851340,2006
Costa Rica                                                            ,CRI ,10715.1246000,5201.5140950,2006
Estados pequeos del Caribe                                            ,CSS ,81074.3035200,8061.2309960,2006
Cuba                                                                  ,CUB ,45505.4760000,4683.5661550,2006
Chipre                                                                ,CYP ,8761.8646400,26729.3234000,2006
República Checa                                                       ,CZE ,147768.2990000,15183.6360500,2006
Alemania                                                              ,DEU ,994686.0458000,36323.4477400,2006
Djibouti                                                              ,DJI ,2149.8265400,967.6686229,2006
Dominica                                                              ,DMA ,191.1634140,5518.3991080,2006
Dinamarca                                                             ,DNK ,72755.3360000,52026.9995100,2006
República Dominicana                                                  ,DOM ,29635.7214000,4134.6837850,2006
Argelia                                                               ,DZA ,151655.3720000,3478.6548710,2006
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,12474040.8700000,1961.1329650,2006
inicial del dividendo demográfico                                     ,EAR ,10291529.9100000,2003.7371760,2006
Asia oriental y el Pacífico                                           ,EAS ,16076674.2700000,5105.5573880,2006
Europa y Asia central (excluido altos ingresos)                       ,ECA ,4450136.7100000,5229.6638590,2006
Europa y Asia central                                                 ,ECS ,9694909.3880000,20752.6346700,2006
Ecuador                                                               ,ECU ,48495.5870000,3328.8829720,2006
"Egipto, República Árabe de                                            ",EGY ,256320.5954000,1398.1906240,2006
Zona del Euro                                                         ,EMU ,3490350.8750000,33767.0925200,2006
Eritrea                                                               ,ERI ,4483.4227000,415.0365994,2006
España                                                                ,ESP ,430218.3320000,28365.3134900,2006
Estonia                                                               ,EST ,19628.3862000,12631.5677700,2006
Etiopía                                                               ,ETH ,175184.5100000,194.6874305,2006
Unión Europea                                                         ,EUU ,4528050.3860000,29068.6043400,2006
Frágiles y situaciones de conflicto afectados                         ,FCS ,3966670.2210000,1366.9035980,2006
Finlandia                                                             ,FIN ,88152.9764000,41188.0937000,2006
Fiji                                                                  ,FJI ,1945.9711000,3747.8607160,2006
Francia                                                               ,FRA ,547361.3761000,36443.6234400,2006
Islas Feroe                                                           ,FRO ,0.0000000,41522.5438600,2006
Micronesia (Estados Federados de)                                     ,FSM ,0.0000000,2406.1829160,2006
Gabón                                                                 ,GAB ,13966.2444500,7214.9145440,2006
Reino Unido                                                           ,GBR ,658331.2438000,44599.6975700,2006
Georgia                                                               ,GEO ,11840.2366000,1996.0571290,2006
Ghana                                                                 ,GHA ,104044.7250000,911.9986756,2006
Gibraltar                                                             ,GIB ,0.0000000,,2006
Guinea                                                                ,GIN ,101496.4130000,453.4035185,2006
Gambia                                                                ,GMB ,3751.6136000,662.3624610,2006
Guinea-Bissau                                                         ,GNB ,10458.9408000,429.6222659,2006
Guinea Ecuatorial                                                     ,GNQ ,5693.1418300,12857.3360500,2006
Grecia                                                                ,GRC ,117313.2946000,24801.1578100,2006
Granada                                                               ,GRD ,628.8527620,6658.5408470,2006
Groenlandia                                                           ,GRL ,0.0000000,35458.1231200,2006
Guatemala                                                             ,GTM ,27001.1990000,2287.9357150,2006
Guam                                                                  ,GUM ,77.3803765,26555.6452000,2006
Guyana                                                                ,GUY ,4648.2197000,1954.1333080,2006
Ingreso alto                                                          ,HIC ,17404306.8300000,34797.8067800,2006
"Hong Kong, Región Administrativa Especial                             ",HKG ,47373.1455000,28224.2150600,2006
Honduras                                                              ,HND ,16686.6526000,1420.1361210,2006
Países pobres muy endeudados (PPME)                                   ,HPC ,4179290.3310000,541.2781946,2006
Croacia                                                               ,HRV ,30290.0744000,11703.3378900,2006
Haití                                                                 ,HTI ,8169.6886000,508.9688066,2006
Hungría                                                               ,HUN ,75140.6352300,11475.8227100,2006
Maldivas                                                              ,MDV ,0.0000000,4809.9631150,2006
Sólo BIRF                                                             ,IBD ,24800905.6300000,2675.4244850,2006
BIRF y la AIF                                                         ,IBT ,30400674.2200000,2236.8217620,2006
total de la AIF                                                       ,IDA ,5599768.5970000,740.9007600,2006
mezcla de la AIF                                                      ,IDB ,1092358.7150000,1122.6622980,2006
Indonesia                                                             ,IDN ,2381293.7200000,1589.8014890,2006
Sólo AIF                                                              ,IDX ,4507409.8810000,544.0263959,2006
Isla de Man                                                           ,IMN ,0.0000000,42106.8011800,2006
India                                                                 ,IND ,2232760.1100000,806.7532806,2006
No clasificado                                                        ,INX ,0.0000000,,2006
Irlanda                                                               ,IRL ,71503.3484000,54306.4293200,2006
"Irán, República Islámica del                                          ",IRN ,619914.4660000,3774.3578410,2006
Iraq                                                                  ,IRQ ,129502.4840000,2373.2147850,2006
Islandia                                                              ,ISL ,4230.9316000,56673.6024400,2006
Israel                                                                ,ISR ,73591.5421200,21837.3784900,2006
Italia                                                                ,ITA ,563324.9430000,33501.6581700,2006
Jamaica                                                               ,JAM ,14549.9645000,4321.0433270,2006
Jordania                                                              ,JOR ,22823.0797000,2548.2686580,2006
