countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,15112.3180000,247.3541063,1978
Angola                                                                ,AGO ,46235.1145800,,1978
Albania                                                               ,ALB ,9996.0562000,,1978
Andorra                                                               ,AND ,0.0000000,9129.7061850,1978
El mundo árabe                                                        ,ARB ,827155.7390000,1193.7481330,1978
Emiratos Árabes Unidos                                                ,ARE ,78630.0426000,28456.7374400,1978
Argentina                                                             ,ARG ,248238.3200000,2146.3644830,1978
Armenia                                                               ,ARM ,12915.3444000,,1978
Samoa Americana                                                       ,ASM ,14.7537624,,1978
Antigua y Barbuda                                                     ,ATG ,0.0000000,1416.5862000,1978
Australia                                                             ,AUS ,377956.1340000,8241.9972760,1978
Austria                                                               ,AUT ,77922.7960000,8205.4689270,1978
Curacao                                                               ,CUW ,0.0000000,,1978
Azerbaiyán                                                            ,AZE ,46342.4960000,,1978
Burundi                                                               ,BDI ,2496.7942000,154.5161950,1978
Bélgica                                                               ,BEL ,166668.0670000,10289.7683500,1978
Benin                                                                 ,BEN ,32394.8277000,263.5810576,1978
Burkina Faso                                                          ,BFA ,7413.0927000,225.9416525,1978
Bangladesh                                                            ,BGD ,118409.6240000,176.0339498,1978
Bulgaria                                                              ,BGR ,111575.8750000,,1978
Bahrein                                                               ,BHR ,9744.6912400,,1978
Bahamas                                                               ,BHS ,0.0000000,4131.4684480,1978
Bosnia y Herzegovina                                                  ,BIH ,22586.1852000,,1978
Belarús                                                               ,BLR ,179476.5510000,,1978
Belice                                                                ,BLZ ,423.9768400,980.8225093,1978
Bermudas                                                              ,BMU ,481.7102190,8876.8656720,1978
Bolivia                                                               ,BOL ,166709.4380000,703.1363482,1978
Brasil                                                                ,BRA ,1343364.2300000,1744.2571290,1978
Barbados                                                              ,BRB ,916.8341600,2209.7405190,1978
Brunei Darussalam                                                     ,BRN ,16818.1326000,10714.9400000,1978
Bhután                                                                ,BTN ,993.8533800,,1978
Botswana                                                              ,BWA ,10727.3850000,709.1893380,1978
República Centroafricana                                              ,CAF ,89754.3563300,292.4698688,1978
Canadá                                                                ,CAN ,550135.8100000,9123.6913300,1978
Europa Central y del Báltico                                          ,CEB ,1702378.2740000,,1978
Suiza                                                                 ,CHE ,53696.4272000,15810.6298500,1978
Islas del Canal                                                       ,CHI ,0.0000000,,1978
Islas Caimán                                                          ,CYM ,96.5995090,,1978
Chile                                                                 ,CHL ,41668.4269000,1441.9420860,1978
China                                                                 ,CHN ,2726399.8900000,156.3963885,1978
Côte d'Ivoire                                                         ,CIV ,107625.3750000,1074.8618620,1978
Camerún                                                               ,CMR ,61313.8670000,543.0211833,1978
"Congo, República Democrática del                                      ",COD ,1124723.3800000,615.9789570,1978
"Congo, República del                                                  ",COG ,51855.7040000,523.9104550,1978
Colombia                                                              ,COL ,146361.1599000,904.0105529,1978
Comoras                                                               ,COM ,243.6145200,,1978
Cabo Verde                                                            ,CPV ,254.7857610,,1978
Costa Rica                                                            ,CRI ,7692.1463000,1555.5376640,1978
Estados pequeos del Caribe                                            ,CSS ,26769.0551500,1759.8254630,1978
Cuba                                                                  ,CUB ,52382.9050000,1835.1115360,1978
Chipre                                                                ,CYP ,3396.8682900,1929.4036070,1978
República Checa                                                       ,CZE ,217160.2590000,,1978
Alemania                                                              ,DEU ,1357268.4000000,9482.0428460,1978
Djibouti                                                              ,DJI ,1349.9944100,,1978
Dominica                                                              ,DMA ,70.2528570,769.0783420,1978
Dinamarca                                                             ,DNK ,81491.5049000,11826.0186100,1978
República Dominicana                                                  ,DOM ,13385.7808000,854.6480877,1978
Argelia                                                               ,DZA ,81970.0189000,1456.4193960,1978
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,4666453.6020000,212.5922258,1978
inicial del dividendo demográfico                                     ,EAR ,5016986.1160000,567.1679042,1978
Asia oriental y el Pacífico                                           ,EAS ,6502400.4770000,1020.9317750,1978
Europa y Asia central (excluido altos ingresos)                       ,ECA ,4589527.8460000,,1978
Europa y Asia central                                                 ,ECS ,10785290.4700000,4258.7402060,1978
Ecuador                                                               ,ECU ,20950.1594000,1572.4013600,1978
"Egipto, República Árabe de                                            ",EGY ,73771.7990000,358.8477275,1978
Zona del Euro                                                         ,EMU ,3797905.3510000,7289.0635610,1978
Eritrea                                                               ,ERI ,2872.3434000,,1978
España                                                                ,ESP ,243130.6890000,4356.4392030,1978
Estonia                                                               ,EST ,70286.3214000,,1978
Etiopía                                                               ,ETH ,52141.3270000,,1978
Unión Europea                                                         ,EUU ,5348747.6520000,6043.9129020,1978
Frágiles y situaciones de conflicto afectados                         ,FCS ,2792880.1820000,388.0717169,1978
Finlandia                                                             ,FIN ,75196.4775400,7628.8158050,1978
Fiji                                                                  ,FJI ,1461.9043200,1360.7854010,1978
Francia                                                               ,FRA ,687571.9500000,9264.7778340,1978
Islas Feroe                                                           ,FRO ,0.0000000,,1978
Micronesia (Estados Federados de)                                     ,FSM ,25.4185940,,1978
Gabón                                                                 ,GAB ,11269.5493900,3452.6205450,1978
Reino Unido                                                           ,GBR ,830538.8000000,5976.9381690,1978
Georgia                                                               ,GEO ,51226.8700000,,1978
Ghana                                                                 ,GHA ,21038.5260000,345.8345536,1978
Gibraltar                                                             ,GIB ,0.0000000,,1978
Guinea                                                                ,GIN ,45070.9170000,,1978
Gambia                                                                ,GMB ,903.4622500,288.0577088,1978
Guinea-Bissau                                                         ,GNB ,1079.6068000,158.8656734,1978
Guinea Ecuatorial                                                     ,GNQ ,146.6415810,,1978
Grecia                                                                ,GRC ,66914.5064000,4694.6336830,1978
Granada                                                               ,GRD ,74.2169470,991.2614482,1978
Groenlandia                                                           ,GRL ,0.0000000,7235.5497410,1978
Guatemala                                                             ,GTM ,12080.1064000,925.1257445,1978
Guam                                                                  ,GUM ,47.8332764,,1978
Guyana                                                                ,GUY ,14632.3783000,658.4385652,1978
Ingreso alto                                                          ,HIC ,15123803.5600000,7367.1330260,1978
"Hong Kong, Región Administrativa Especial                             ",HKG ,17573.3724600,3923.9437310,1978
Honduras                                                              ,HND ,9745.7571000,895.6497994,1978
Países pobres muy endeudados (PPME)                                   ,HPC ,2328495.3400000,354.6610807,1978
Croacia                                                               ,HRV ,28611.5220000,,1978
Haití                                                                 ,HTI ,5387.2974000,180.2732374,1978
Hungría                                                               ,HUN ,122214.5560000,,1978
Maldivas                                                              ,MDV ,29.5527724,,1978
Sólo BIRF                                                             ,IBD ,13576301.4200000,560.4349552,1978
BIRF y la AIF                                                         ,IBT ,17128145.8300000,520.3774486,1978
total de la AIF                                                       ,IDA ,3551844.4160000,338.1506772,1978
mezcla de la AIF                                                      ,IDB ,494535.0572000,410.6838409,1978
Indonesia                                                             ,IDN ,502384.1000000,365.9158446,1978
Sólo AIF                                                              ,IDX ,3057309.3590000,309.4400859,1978
