countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,12528.0165000,,1990
Angola                                                                ,AGO ,50806.5426900,947.7041821,1990
Albania                                                               ,ALB ,11112.7295600,617.2304355,1990
Andorra                                                               ,AND ,0.0000000,18878.5059700,1990
El mundo árabe                                                        ,ARB ,803898.9681000,2009.4203490,1990
Emiratos Árabes Unidos                                                ,ARE ,72498.5763000,27729.4664200,1990
Argentina                                                             ,ARG ,266555.0300000,4333.4829730,1990
Armenia                                                               ,ARM ,24729.9166000,637.8546595,1990
Samoa Americana                                                       ,ASM ,20.3813783,,1990
Antigua y Barbuda                                                     ,ATG ,372.2877700,7348.2129430,1990
Australia                                                             ,AUS ,482298.2620000,18211.2745900,1990
Austria                                                               ,AUT ,79836.9560000,21680.9896900,1990
Curacao                                                               ,CUW ,0.0000000,,1990
Azerbaiyán                                                            ,AZE ,78096.6198800,1237.3244920,1990
Burundi                                                               ,BDI ,2798.9396000,208.1467554,1990
Bélgica                                                               ,BEL ,137872.5220000,20600.3752500,1990
Benin                                                                 ,BEN ,47187.9720000,393.6862144,1990
Burkina Faso                                                          ,BFA ,12151.0100000,351.9793229,1990
Bangladesh                                                            ,BGD ,126701.6960000,306.2687038,1990
Bulgaria                                                              ,BGR ,108086.0268000,2366.5298210,1990
Bahrein                                                               ,BHR ,17050.7087500,8528.9833340,1990
Bahamas                                                               ,BHS ,3593.5747700,12356.4239000,1990
Bosnia y Herzegovina                                                  ,BIH ,31318.6031400,,1990
Belarús                                                               ,BLR ,185411.7606000,2124.8405140,1990
Belice                                                                ,BLZ ,632.7162600,2197.1850230,1990
Bermudas                                                              ,BMU ,652.9623470,26841.5197400,1990
Bolivia                                                               ,BOL ,192645.6950000,709.0596725,1990
Brasil                                                                ,BRA ,1606209.3340000,3100.2804680,1990
Barbados                                                              ,BRB ,1199.6670900,7711.2067990,1990
Brunei Darussalam                                                     ,BRN ,18366.7740000,13607.5221000,1990
Bhután                                                                ,BTN ,1280.1432900,564.7796095,1990
Botswana                                                              ,BWA ,13373.0850000,2945.8320400,1990
República Centroafricana                                              ,CAF ,146226.2440000,513.3052850,1990
Canadá                                                                ,CAN ,608685.0000000,21448.3619600,1990
Europa Central y del Báltico                                          ,CEB ,1393914.8710000,2370.2223090,1990
Suiza                                                                 ,CHE ,56393.8008000,38428.3855000,1990
Islas del Canal                                                       ,CHI ,0.0000000,,1990
Islas Caimán                                                          ,CYM ,297.3960630,,1990
Chile                                                                 ,CHL ,54730.2770000,2494.5256690,1990
China                                                                 ,CHN ,3892675.1600000,317.8846730,1990
Côte d'Ivoire                                                         ,CIV ,152200.6040000,905.3217159,1990
Camerún                                                               ,CMR ,97554.7900000,946.6464131,1990
"Congo, República Democrática del                                      ",COD ,1376921.7300000,270.1305434,1990
"Congo, República del                                                  ",COG ,63552.8404000,1187.5512840,1990
Colombia                                                              ,COL ,174396.9430000,1445.3283680,1990
Comoras                                                               ,COM ,294.3718926,1043.8008030,1990
Cabo Verde                                                            ,CPV ,208.2380300,908.0961896,1990
Costa Rica                                                            ,CRI ,8593.7866200,1831.0019120,1990
Estados pequeos del Caribe                                            ,CSS ,43058.1476600,2997.3243900,1990
Cuba                                                                  ,CUB ,57043.9724000,2703.1680390,1990
Chipre                                                                ,CYP ,5130.3577100,9641.5752730,1990
República Checa                                                       ,CZE ,196206.7838000,3917.1598400,1990
Alemania                                                              ,DEU ,1256074.0300000,22303.9613300,1990
Djibouti                                                              ,DJI ,1821.5931100,766.1409545,1990
Dominica                                                              ,DMA ,130.6661140,2860.4315600,1990
Dinamarca                                                             ,DNK ,72484.0350000,26891.4464500,1990
República Dominicana                                                  ,DOM ,17001.1508000,991.6144241,1990
Argelia                                                               ,DZA ,106445.8175000,2408.6888150,1990
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,6845134.2110000,413.0135859,1990
inicial del dividendo demográfico                                     ,EAR ,7079997.8300000,896.5967667,1990
Asia oriental y el Pacífico                                           ,EAS ,9194080.2030000,2599.1186540,1990
Europa y Asia central (excluido altos ingresos)                       ,ECA ,5978425.7910000,2475.4800520,1990
Europa y Asia central                                                 ,ECS ,11706235.6300000,10520.6721900,1990
Ecuador                                                               ,ECU ,30859.4911000,1489.5295090,1990
"Egipto, República Árabe de                                            ",EGY ,139101.6501000,765.6420464,1990
Zona del Euro                                                         ,EMU ,3607947.0830000,18900.3666600,1990
Eritrea                                                               ,ERI ,3335.2411000,,1990
España                                                                ,ESP ,293343.0610000,13804.8768000,1990
Estonia                                                               ,EST ,55787.3174100,,1990
Etiopía                                                               ,ETH ,67300.5805500,254.2432569,1990
Unión Europea                                                         ,EUU ,4915476.5630000,15459.3587800,1990
Frágiles y situaciones de conflicto afectados                         ,FCS ,3505313.8910000,667.3100390,1990
Finlandia                                                             ,FIN ,75555.0614100,28364.6450800,1990
Fiji                                                                  ,FJI ,2328.8648000,1835.1280960,1990
Francia                                                               ,FRA ,554685.2800000,21793.8426500,1990
Islas Feroe                                                           ,FRO ,0.0000000,,1990
Micronesia (Estados Federados de)                                     ,FSM ,47.6368600,1528.5407210,1990
Gabón                                                                 ,GAB ,12276.8576800,6268.9510200,1990
Reino Unido                                                           ,GBR ,777244.2300000,19095.4670000,1990
Georgia                                                               ,GEO ,38220.5924000,1614.6401220,1990
Ghana                                                                 ,GHA ,29495.5829700,398.6370001,1990
Gibraltar                                                             ,GIB ,159.4517710,,1990
Guinea                                                                ,GIN ,65170.6720000,419.7886298,1990
Gambia                                                                ,GMB ,1189.5885000,331.8184348,1990
Guinea-Bissau                                                         ,GNB ,1628.8117000,250.1504679,1990
Guinea Ecuatorial                                                     ,GNQ ,243.3800470,267.4680729,1990
Grecia                                                                ,GRC ,96659.0445000,9600.1851300,1990
