countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,12269.4624000,,1986
Angola                                                                ,AGO ,35982.4136500,685.2700853,1986
Albania                                                               ,ALB ,12079.1050000,693.8734746,1986
Andorra                                                               ,AND ,0.0000000,10361.8159800,1986
El mundo árabe                                                        ,ARB ,769537.0999000,1489.8437440,1986
Emiratos Árabes Unidos                                                ,ARE ,64880.3100000,23467.9766700,1986
Argentina                                                             ,ARG ,250785.2800000,3613.6217090,1986
Armenia                                                               ,ARM ,16485.7384000,,1986
Samoa Americana                                                       ,ASM ,18.6707899,,1986
Antigua y Barbuda                                                     ,ATG ,339.5797990,4703.1794010,1986
Australia                                                             ,AUS ,434735.1050000,11364.2394600,1986
Austria                                                               ,AUT ,75473.3620000,13083.0727000,1986
Curacao                                                               ,CUW ,0.0000000,,1986
Azerbaiyán                                                            ,AZE ,62652.0812000,,1986
Burundi                                                               ,BDI ,2496.8570000,245.9154281,1986
Bélgica                                                               ,BEL ,137673.7450000,12170.0406900,1986
Benin                                                                 ,BEN ,36228.7814000,303.3488979,1986
Burkina Faso                                                          ,BFA ,10129.8310000,256.7623188,1986
Bangladesh                                                            ,BGD ,121513.9830000,233.6580471,1986
Bulgaria                                                              ,BGR ,118758.3170000,2260.4272810,1986
Bahrein                                                               ,BHR ,16263.3560200,7041.6019590,1986
Bahamas                                                               ,BHS ,3150.9011200,10344.4524900,1986
Bosnia y Herzegovina                                                  ,BIH ,26045.4530000,,1986
Belarús                                                               ,BLR ,181602.6890000,,1986
Belice                                                                ,BLZ ,572.1730300,1366.0497300,1986
Bermudas                                                              ,BMU ,577.3794550,20450.6645300,1986
Bolivia                                                               ,BOL ,161269.1120000,627.3985293,1986
Brasil                                                                ,BRA ,1405162.3610000,1941.4911090,1986
Barbados                                                              ,BRB ,1321.1934200,6019.8873750,1986
Brunei Darussalam                                                     ,BRN ,15790.7242000,10214.1169600,1986
Bhután                                                                ,BTN ,1201.4446400,420.6791123,1986
Botswana                                                              ,BWA ,8315.2426000,1253.5609590,1986
República Centroafricana                                              ,CAF ,99794.4013300,432.0124239,1986
Canadá                                                                ,CAN ,565869.5700000,14461.0692400,1986
Europa Central y del Báltico                                          ,CEB ,1741424.4200000,,1986
Suiza                                                                 ,CHE ,55585.7148000,23751.4495200,1986
Islas del Canal                                                       ,CHI ,0.0000000,,1986
Islas Caimán                                                          ,CYM ,0.0000000,,1986
Chile                                                                 ,CHL ,39116.1430000,1517.8625650,1986
China                                                                 ,CHN ,3282780.7870000,281.9281209,1986
Côte d'Ivoire                                                         ,CIV ,117303.9200000,888.5274599,1986
Camerún                                                               ,CMR ,80286.4140000,1021.7092940,1986
"Congo, República Democrática del                                      ",COD ,899601.9800000,263.8313691,1986
"Congo, República del                                                  ",COG ,43517.8719000,875.4508413,1986
Colombia                                                              ,COL ,153462.5120000,1142.9394010,1986
Comoras                                                               ,COM ,243.0194700,763.3357853,1986
Cabo Verde                                                            ,CPV ,140.7639680,602.1527908,1986
Costa Rica                                                            ,CRI ,7863.5363000,1572.4567030,1986
Estados pequeos del Caribe                                            ,CSS ,37256.2027900,2466.2998380,1986
Cuba                                                                  ,CUB ,61131.1590000,2378.9095550,1986
Chipre                                                                ,CYP ,4145.1904700,5642.6314760,1986
República Checa                                                       ,CZE ,220236.9380000,,1986
Alemania                                                              ,DEU ,1302264.9700000,13461.8310100,1986
Djibouti                                                              ,DJI ,1042.9499300,,1986
Dominica                                                              ,DMA ,99.9333050,1863.4546830,1986
Dinamarca                                                             ,DNK ,82445.4460000,17201.0888100,1986
República Dominicana                                                  ,DOM ,15700.0879000,928.0329521,1986
Argelia                                                               ,DZA ,107927.8460000,2757.1305240,1986
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,5927546.0630000,348.2410881,1986
inicial del dividendo demográfico                                     ,EAR ,5835917.3070000,771.5355212,1986
Asia oriental y el Pacífico                                           ,EAS ,7910649.6630000,1800.7581720,1986
Europa y Asia central (excluido altos ingresos)                       ,ECA ,5055531.9810000,,1986
Europa y Asia central                                                 ,ECS ,11048534.8600000,6312.4586050,1986
Ecuador                                                               ,ECU ,28409.6361000,1648.0158020,1986
"Egipto, República Árabe de                                            ",EGY ,120335.9750000,815.2487916,1986
Zona del Euro                                                         ,EMU ,3653187.9620000,10971.1318500,1986
Eritrea                                                               ,ERI ,3160.3710000,,1986
